,indicativo,nombre_indicativo,start_date,end_date,latitud_dd,longitud_dd,cluster
563,7121A,CALASPARRA,2016-01-01,2024-12-31,38.23416666666667,-1.702222222222222,0
564,7127X,BULLAS,2016-01-01,2024-12-31,38.049166666666665,-1.695277777777778,0
565,7138B,JUMILLA,2016-01-01,2024-12-31,38.45888888888889,-1.3352777777777778,0
566,7145D,CIEZA,2016-01-01,2024-12-31,38.23277777777778,-1.3805555555555555,0
567,7158X,ARCHENA,2016-01-01,2024-12-31,38.12805555555556,-1.3058333333333334,0
568,7172X,MULA,2016-01-01,2024-12-31,38.04138888888889,-1.4491666666666667,0
569,7178I,MURCIA,2016-01-01,2024-12-31,38.00194444444445,-1.1708333333333334,0
570,7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",2016-01-01,2024-12-31,37.92611111111111,-2.058333333333333,0
571,7203A,"LORCA, ZARCILLA DE RAMOS",2016-01-01,2024-12-31,37.844722222222224,-1.8697222222222225,0
572,7209,LORCA,2016-01-01,2024-12-31,37.65472222222222,-1.6872222222222222,0
573,7211B,PUERTO LUMBRERAS,2016-01-01,2024-12-31,37.56805555555556,-1.797222222222222,0
574,7218Y,TOTANA,2019-04-24,2024-12-31,37.75861111111111,-1.5127777777777778,0
575,7227X,ALHAMA DE MURCIA,2016-01-01,2024-12-31,37.861666666666665,-1.334722222222222,0
576,7228,"ALCANTARILLA, BASE AÉREA",2016-01-01,2024-12-31,37.95777777777778,-1.228611111111111,0
577,7237E,MOLINA DE SEGURA,2016-01-01,2024-12-31,38.138888888888886,-1.158611111111111,0
578,7244X,ORIHUELA,2016-01-01,2024-12-31,38.06777777777778,-0.9813888888888888,0
579,7247X,EL PINÓS/PINOSO,2016-01-01,2024-12-31,38.39972222222222,-1.0380555555555555,0
580,7250C,ABANILLA,2016-01-01,2024-12-31,38.19444444444444,-1.033888888888889,0
581,7261X,ROJALES,2016-01-01,2024-12-31,38.08805555555556,-0.7152777777777777,4
582,7275C,YECLA,2016-01-01,2023-12-31,38.60166666666667,-1.159722222222222,0
583,8005X,FONTANARS DELS ALFORINS,2017-06-01,2024-07-01,38.78,-0.7958333333333333,0
584,8008Y,VILLENA,2016-01-01,2023-12-31,38.57694444444445,-0.8655555555555555,0
585,8013X,NOVELDA,2016-01-01,2023-12-31,38.38555555555556,-0.7577777777777778,0
586,8018X,ELX/ELCHE,2016-01-01,2023-12-31,38.2875,-0.6805555555555555,0
587,8019,ALICANTE-ELCHE AEROPUERTO,2016-01-01,2022-12-31,38.282777777777774,-0.5708333333333333,0
588,8025,ALACANT/ALICANTE,2016-01-01,2023-07-02,38.3725,-0.4941666666666666,0
589,8036Y,BENIDORM,2016-01-01,2022-12-31,38.54361111111111,-0.1377777777777777,0
590,8050X,JÁVEA/ XÀBIA,2016-01-01,2024-12-31,38.78416666666666,0.1666666666666666,0
591,8057C,PEGO,2016-01-01,2024-12-31,38.84666666666667,-0.1183333333333333,0
592,8058X,OLIVA,2016-01-01,2022-06-05,38.928888888888885,-0.0958333333333333,4
593,8058Y,MIRAMAR,2016-01-01,2024-12-31,38.95027777777778,-0.1377777777777777,4
594,8059C,ALCOI/ALCOY,2016-01-01,2024-07-01,38.71083333333333,-0.46,0
595,8072Y,BARX,2016-01-01,2024-12-31,39.01694444444444,-0.3047222222222222,2
596,8084Y,PANTANO DE LA TOBA (AUTOMATICA),2016-01-01,2024-12-31,40.2225,-1.9258333333333333,0
597,8096,CUENCA,2016-01-01,2024-12-31,40.06722222222223,-2.1319444444444446,0
598,8155Y,MOTILLA DEL PALANCAR,2016-01-01,2024-12-31,39.555277777777775,-1.9152777777777776,0
599,8175,ALBACETE BASE AÉREA,2016-01-01,2024-12-31,38.95416666666667,-1.856388888888889,0
600,8177A,CHINCHILLA,2016-01-01,2024-12-31,38.9375,-1.6588888888888889,0
601,8178D,ALBACETE,2016-01-01,2023-12-31,39.00555555555555,-1.8622222222222224,0
602,8193E,JALANCE,2016-01-01,2024-07-01,39.208333333333336,-1.0944444444444443,0
603,8198Y,ALMANSA,2016-01-01,2023-12-31,38.85055555555556,-1.0630555555555556,0
604,8203O,ZARRA,2016-01-11,2023-12-31,39.08277777777778,-1.100833333333333,0
605,8210Y,SALVACAÑETE,2016-01-01,2024-07-01,40.10305555555556,-1.503611111111111,0
606,8245Y,MIRA,2016-01-01,2024-10-29,39.714444444444446,-1.4425,0
607,8270X,BICORP,2016-01-01,2024-12-31,39.13361111111111,-0.79,0
608,8283X,ONTINYENT,2016-01-01,2023-12-31,38.82944444444445,-0.6077777777777778,0
609,8293X,XÀTIVA,2016-01-01,2024-07-01,39.001666666666665,-0.5230555555555556,0
610,8300X,CARCAIXENT,2016-01-01,2024-07-01,39.11333333333334,-0.4458333333333333,0
611,8309X,UTIEL,2016-01-01,2024-12-31,39.57555555555556,-1.2447222222222225,0
612,8325X,POLINYÀ DE XÚQUER,2016-01-01,2024-07-01,39.18472222222222,-0.3719444444444444,0
613,8337X,TURÍS,2016-01-01,2024-12-31,39.39222222222222,-0.6247222222222223,0
614,8354X,ALBARRACÍN,2016-01-01,2024-07-01,40.41972222222222,-1.4413888888888888,0
615,8368U,TERUEL,2016-01-01,2024-12-31,40.35083333333333,-1.1241666666666668,0
616,8376,JABALOYAS,2016-01-01,2024-12-31,40.23611111111112,-1.4116666666666666,0
617,8381X,ADEMUZ,2016-01-01,2024-12-31,40.06055555555555,-1.283611111111111,0
618,8395X,CHELVA,2016-01-01,2024-12-31,39.75333333333333,-0.9936111111111112,0
619,8409X,LLÍRIA,2016-01-01,2024-12-31,39.66388888888888,-0.653888888888889,0
620,8414A,VALENCIA AEROPUERTO,2016-01-01,2024-12-31,39.485,-0.4747222222222222,0
621,8416,VALÈNCIA,2016-01-01,2024-12-31,39.480555555555554,-0.3663888888888889,0
622,8416X,"VALENCIA, UPV",2016-01-01,2024-12-31,39.47944444444445,-0.3372222222222222,4
623,8416Y,"VALÈNCIA, VIVEROS",2016-01-01,2024-12-31,39.480555555555554,-0.3663888888888889,4
624,8439X,SEGORBE,2016-01-01,2024-12-31,39.79555555555555,-0.4852777777777778,0
625,8446Y,SAGUNT/SAGUNTO,2017-01-01,2024-12-31,39.700833333333335,-0.2588888888888889,4
626,8458X,CEDRILLAS,2017-01-01,2024-12-31,40.43055555555555,-0.8494444444444444,0
627,8472A,MONTANEJOS,2017-01-01,2024-12-31,40.08777777777778,-0.5469444444444445,0
628,8486X,MOSQUERUELA,2017-01-01,2024-12-31,40.3625,-0.4544444444444444,2
629,8489X,VILLAFRANCA DEL CID/VILAFRANCA,2016-01-01,2024-12-31,40.43333333333333,-0.2555555555555555,2
630,8492X,ATZENETA DEL MAESTRAT,2017-01-01,2024-12-31,40.227222222222224,-0.1697222222222222,0
631,8500A,CASTELLÓ - ALMASSORA,2016-01-01,2024-12-31,39.95722222222223,-0.0719444444444444,0
632,8501,CASTELLÓ DE LA PLANA,2022-01-01,2024-12-31,39.98916666666667,-0.0322222222222222,0
633,8503Y,TORREBLANCA,2016-01-01,2024-12-31,40.21138888888889,0.183611111111111,0
634,8520X,LA POBLA DE BENIFASSÀ-FREDES,2016-01-01,2024-12-31,40.69361111111111,0.1652777777777777,2
635,8523X,VINARÒS,2016-01-01,2019-12-31,40.55416666666667,0.4297222222222222,0
636,9001D,REINOSA,2016-01-01,2024-12-31,42.99194444444444,-4.160555555555556,2
637,9001S,ALTO CAMPOO,2016-01-01,2024-12-31,43.03666666666666,-4.374444444444444,1
638,9012E,SANTA GADEA DE ALFOZ,2016-01-01,2024-12-31,42.95138888888889,-3.957222222222222,2
639,9016X,"VALDERREDIBLE, CUBILLO DE EBRO",2016-01-01,2024-12-31,42.80972222222222,-4.032222222222222,2
640,9019B,"VALDERREDIBLE, POLIENTES   ",2016-01-01,2024-12-31,42.80611111111111,-3.933888888888889,2
641,9027X,SARGENTES DE LA LORA,2016-01-01,2023-05-13,42.746944444444445,-3.8844444444444446,2
642,9031C,BRIVIESCA,2016-01-01,2024-12-31,42.559444444444445,-3.3088888888888888,2
643,9051,MEDINA DE POMAR,2016-01-01,2024-12-31,42.92,-3.4827777777777778,2
644,9060X,LALASTRA,2016-01-01,2024-12-31,42.875277777777775,-3.231666666666667,2
645,9069C,MIRANDA DE EBRO,2016-01-01,2024-12-31,42.68722222222222,-2.960555555555556,0
646,9073X,"AGURAIN/SALVATIERRA, OPAKUA",2016-01-01,2024-12-31,42.82972222222222,-2.3597222222222225,2
647,9091O,FORONDA-TXOKIZA,2016-01-01,2024-12-31,42.88194444444444,-2.735,2
648,9091R,VITORIA-GASTEIZ AEROPUERTO,2016-01-01,2024-12-31,42.871944444444445,-2.7327777777777778,2
649,9111,BELORADO,2016-01-01,2024-12-31,42.42111111111111,-3.1702777777777778,0
650,9115X,VALDEZCARAY,2016-01-01,2024-07-01,42.255,-2.968055555555556,1
651,9121X,HARO,2016-01-01,2024-12-31,42.57527777777778,-2.854722222222222,2
652,9122I,LABASTIDA,2016-01-01,2024-12-31,42.60388888888889,-2.7766666666666664,2
653,9136X,"ANGUIANO, VALVANERA",2016-01-01,2024-12-31,42.23083333333334,-2.871111111111111,2
654,9141V,NÁJERA,2016-01-01,2024-12-31,42.41388888888888,-2.7266666666666666,0
655,9145X,LEZA,2016-01-01,2024-12-31,42.56722222222223,-2.6327777777777777,2
656,9145Y,CENICERO,2019-01-01,2024-12-31,42.48277777777778,-2.6394444444444445,0
657,9170,"LOGROÑO, AEROPUERTO",2016-01-01,2024-12-31,42.45222222222223,-2.331111111111111,0
658,9171K,LOS ARCOS,2016-01-01,2024-12-31,42.57027777777778,-2.1838888888888888,0
659,9178X,CAMPEZO/KANPEZU,2016-07-02,2024-12-31,42.67055555555555,-2.3461111111111115,2
660,9188,ENCISO,2016-01-01,2024-12-31,42.14944444444444,-2.273333333333333,0
661,9195C,ASTÚN- LA RACA,2021-10-25,2024-12-31,42.793055555555554,-0.5052777777777778,1
662,9198X,CANFRANC,2016-01-01,2024-12-31,42.74944444444444,-0.5161111111111111,1
663,9201K,JACA,2016-01-01,2022-12-31,42.57888888888889,-0.5469444444444445,0
664,9201X,JACA,2024-01-01,2024-12-31,42.57972222222222,-0.545,2
665,9207,"VALLE DE HECHO, HECHO",2016-01-01,2024-12-31,42.74055555555556,-0.7505555555555555,2
666,9208E,ARAGÜÉS DEL PUERTO,2016-01-01,2024-12-31,42.70861111111111,-0.6727777777777777,2
667,9211F,"BAILO, PUYALTO",2016-01-01,2024-12-31,42.51416666666667,-0.8172222222222222,0
668,9218A,ISABA/IZABA,2016-01-01,2024-12-31,42.8625,-0.9247222222222222,2
669,9228J,OROZ-BETELU/OROTZ-BETELU,2016-01-01,2024-12-31,42.89611111111111,-1.300277777777778,2
670,9228T,RONCESVALLES/ORREAGA,2016-01-01,2024-12-31,43.007777777777775,-1.3255555555555556,5
671,9238X,NAVASCUÉS/NABASKOZE,2016-01-01,2024-12-31,42.7175,-1.1172222222222223,2
672,9244X,SOS DEL REY CATÓLICO,2016-01-01,2023-07-02,42.490833333333335,-1.2133333333333334,0
673,9245X,CÁSEDA,2016-01-01,2023-12-31,42.521388888888886,-1.3663888888888889,0
674,9252X,OLITE/ERRIBERRI,2016-01-01,2024-07-01,42.48916666666667,-1.6555555555555554,0
675,9257X,"ESTERIBAR, EMBALSE DE EUGI",2016-01-01,2023-12-31,42.97055555555556,-1.5169444444444444,5
676,9262,PAMPLONA,2016-01-01,2023-12-31,42.81777777777778,-1.6383333333333332,2
677,9262P,MONREAL/ELO,2016-01-01,2023-12-31,42.70111111111111,-1.4955555555555555,2
678,9263D,"PAMPLONA, AEROPUERTO",2016-01-01,2023-12-31,42.776944444444446,-1.65,0
679,9263X,"ARANGUREN, ILUNDAIN  ",2016-01-01,2024-12-31,42.77611111111111,-1.5325,2
680,9274X,IRURTZUN,2016-01-01,2023-12-31,42.91888888888889,-1.835,2
681,9280B,LARRAGA,2016-01-01,2024-12-31,42.54944444444444,-1.8575,0
682,9283X,CADREITA,2016-01-02,2016-12-31,42.206944444444446,-1.7113888888888888,0
683,9287A,SAN PEDRO MANRIQUE,2016-01-01,2024-12-31,42.02638888888889,-2.230833333333333,0
684,9293X,"ALFARO, LA PLANA",2021-02-26,2024-12-31,42.17611111111111,-1.743888888888889,0
685,9294E,"BARDENAS REALES, BASE AÉREA",2016-01-01,2024-12-31,42.19861111111111,-1.475277777777778,0
686,9299X,TARAZONA,2016-01-01,2024-12-31,41.915,-1.7233333333333334,0
687,9301X,MONTEAGUDO,2016-01-01,2024-12-31,41.95888888888889,-1.6905555555555556,0
688,9302Y,TUDELA,2016-01-01,2024-12-31,42.05555555555555,-1.6094444444444445,0
689,9321X,EJEA DE LOS CABALLEROS,2016-01-01,2024-10-23,42.12111111111111,-1.1397222222222223,0
690,9336D,CASTEJON DE VALDEJASA,2016-01-01,2024-12-31,41.98416666666667,-0.9958333333333332,0
691,9344C,ARCOS DE JALÓN,2016-01-01,2024-12-31,41.21638888888889,-2.293055555555556,0
692,9352A,ALMAZUL,2016-01-01,2024-12-31,41.57472222222223,-2.140277777777778,0
693,9354X,ALHAMA DE ARAGON,2016-01-01,2024-12-31,41.293055555555554,-1.8952777777777776,0
694,9374X,SANTA EULALIA DEL CAMPO,2016-01-01,2024-12-31,40.56666666666667,-1.3208333333333333,0
695,9377Y,EL PEDREGAL,2016-01-01,2024-07-01,40.77861111111111,-1.5683333333333334,0
696,9381I,CALAMOCHA,2016-01-01,2024-12-31,40.92611111111111,-1.2933333333333332,0
697,9390,DAROCA,2016-01-01,2022-12-31,41.114444444444445,-1.41,0
698,9394X,CALATAYUD,2016-01-01,2022-12-31,41.33111111111111,-1.6452777777777778,0
699,9427X,LA ALMUNIA DE DOÑA GODINA,2016-01-01,2022-12-31,41.48111111111111,-1.3808333333333334,0
700,9434,"ZARAGOZA, AEROPUERTO",2016-01-01,2022-12-31,41.660555555555554,-1.0041666666666669,0
701,9434P,"ZARAGOZA, VALDESPARTERA",2016-01-01,2022-12-31,41.62111111111111,-0.9347222222222222,0
702,9436X,FONFRÍA,2016-01-01,2022-12-31,40.99527777777778,-1.0875,0
703,9445L,"FORMIGAL, SARRIOS",2022-01-01,2022-12-31,42.7625,-0.3927777777777778,1
704,9451F,"PANTICOSA, PETROSOS",2019-11-28,2022-12-31,42.70444444444445,-0.2752777777777778,1
705,9453X,"BIESCAS, EMBALSE DE BÚBAL",2016-01-01,2022-12-31,42.69916666666666,-0.3188888888888889,2
706,9460X,SABIÑÁNIGO,2016-01-01,2022-12-31,42.51277777777778,-0.3555555555555555,0
707,9491X,ALMUDÉVAR,2016-01-01,2022-12-31,42.02944444444445,-0.5858333333333333,0
708,9495Y,LECIÑENA,2017-01-01,2022-12-31,41.79666666666667,-0.6172222222222222,0
709,9501X,VALMADRID ,2017-01-01,2019-12-31,41.44305555555555,-0.8858333333333333,0
710,9510X,QUINTO,2017-01-01,2022-12-31,41.42916666666667,-0.5038888888888889,0
711,9513X,MUNIESA,2017-01-01,2019-12-31,41.03111111111111,-0.8055555555555556,0
712,9531Y,MONTALBÁN,2017-01-01,2019-12-31,40.82861111111112,-0.7927777777777778,0
713,9546B,HIJAR,2017-01-01,2024-12-31,41.17194444444444,-0.4419444444444445,0
714,9550C,"ANDORRA, HORCALLANA",2017-01-01,2019-12-31,40.97444444444445,-0.4077777777777778,0
715,9561X,CASTELLOTE,2017-01-01,2019-12-31,40.79833333333333,-0.3152777777777777,0
716,9562X,MORELLA,2017-01-01,2019-12-31,40.62166666666667,-0.1019444444444444,0
717,9563X,CASTELLFORT,2017-01-01,2019-12-31,40.49861111111111,-0.1866666666666666,0
718,9569A,CALANDA,2017-01-01,2019-12-31,40.946666666666665,-0.2377777777777777,0
719,9573X,ALCAÑIZ,2017-01-01,2024-07-01,41.05805555555556,-0.1416666666666666,0
720,9574B,"CASPE, PLANA DEL PILÓN",2018-06-11,2023-12-31,41.2425,-0.0686111111111111,0
721,9576C,BUJARALOZ,2017-01-01,2018-06-06,41.52194444444444,-0.1741666666666666,0
722,9585,LA MOLINA,2017-01-01,2023-12-31,42.3325,1.9394444444444443,2
723,9590,MARTINET  ,2017-07-03,2023-12-31,42.36222222222222,1.6933333333333334,0
724,9590D,CAP DE REC,2017-01-01,2023-12-31,42.430277777777775,1.6674999999999998,1
725,9619,LA SEU D'URGELL,2018-01-01,2023-12-31,42.35472222222222,1.4627777777777775,0
726,9632X,TUIXENT,2017-07-03,2023-12-31,42.23027777777778,1.5694444444444444,2
727,9638D,COLL DE NARGÓ,2017-01-01,2023-12-31,42.15444444444445,1.3119444444444446,0
728,9647X,TORÀ,2017-01-01,2023-12-31,41.80583333333333,1.3955555555555554,0
729,9650X,ARTESA DE SEGRE,2016-07-02,2023-12-31,41.88138888888889,1.1086111111111112,0
730,9657X,ESTERRI D'ÀNEU,2016-01-01,2023-12-31,42.625,1.126111111111111,0
731,9660,SANT MAURICI (LLAC),2016-01-01,2023-12-31,42.58083333333334,1.0075,1
732,9677,PORT AINÉ,2017-01-01,2023-12-31,42.41,1.2147222222222225,1
733,9689X,TORRE DE CABDELLA ,2016-01-01,2023-12-31,42.46638888888889,0.9908333333333332,2
734,9698U,TALARN,2016-01-01,2023-12-31,42.20472222222222,0.8647222222222222,0
735,9707,LLIMIANA,2016-01-01,2023-12-31,42.066944444444445,0.9072222222222224,0
736,9718X,TORDERA - GRANYANELLA,2017-01-24,2023-12-31,41.68111111111111,1.2230555555555558,0
737,9720X,TÀRREGA,2016-01-01,2019-11-13,41.65055555555556,1.1494444444444445,0
738,9724X,OS DE BALAGUER,2016-07-02,2023-12-31,41.873333333333335,0.7561111111111111,0
739,9726E,LLORAC,2017-01-01,2024-12-31,41.55722222222222,1.3094444444444444,0
740,9729X,MOLLERUSSA,2017-01-01,2024-12-31,41.61694444444444,0.8666666666666667,0
741,9744B,VALL DE BOÍ,2016-07-02,2024-12-29,42.50333333333333,0.7988888888888889,2
742,9751,SOPEIRA,2016-01-01,2024-12-31,42.31861111111112,0.7469444444444444,2
743,9756X,BENABARRE,2017-01-01,2024-12-31,42.1125,0.48,0
744,9771C,LLEIDA,2017-01-01,2024-12-31,41.62611111111112,0.5980555555555556,0
745,9772X,LA POBLA DE CÉRVOLES,2018-01-01,2024-12-31,41.36611111111111,0.9136111111111112,0
746,9775X,EL SOLERÀS,2017-01-01,2024-12-31,41.41361111111111,0.6783333333333333,0
747,9776D,ELS TORMS,2017-01-01,2024-12-31,41.39333333333333,0.7341666666666666,0
748,9784P,BIELSA,2017-01-01,2024-12-31,42.63,0.2247222222222222,2
749,9808X,"AÍNSA-SOBRARBE, LA SERRETA",2017-01-01,2024-12-31,42.42166666666667,0.1380555555555555,0
750,9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",2023-02-02,2024-12-31,42.655277777777776,-0.0991666666666666,2
751,9814I,"TORLA-ORDESA, EL CEBOLLAR",2019-11-13,2024-12-31,42.65611111111111,-0.1244444444444444,1
752,9814X,TORLA - ORDESA,2017-07-03,2024-12-31,42.6375,-0.1119444444444444,2
753,9838B,BENASQUE,2017-01-01,2024-12-31,42.59944444444445,0.5205555555555557,2
754,9839V,"CERLER, COGULLA",2019-11-14,2024-12-31,42.555,0.5430555555555555,1
755,9843A,SEIRA,2017-01-01,2024-12-31,42.47694444444445,0.4341666666666667,2
756,9855E,"CAPELLA, LAGUARRES",2017-01-01,2024-12-31,42.20138888888889,0.4661111111111111,0
757,9866C,BARBASTRO,2017-01-01,2024-12-31,42.021388888888886,0.1405555555555555,0
758,9894Y,SARIÑENA,2017-01-01,2024-12-31,41.799166666666665,-0.1608333333333333,0
759,9898,"HUESCA, AEROPUERTO",2017-01-01,2024-12-31,42.08444444444444,-0.3255555555555555,0
760,9901X,HUESCA,2017-01-01,2024-12-31,42.138888888888886,-0.395,0
761,9908X,LANAJA,2017-01-01,2024-12-31,41.77388888888889,-0.3330555555555555,0
762,9911X,BALLOBAR,2017-01-01,2024-12-31,41.61944444444445,0.1877777777777777,0
763,9918Y,"TAMARITE DE LITERA, LA MELUSA",2017-01-01,2024-12-31,41.78083333333333,0.3769444444444444,0
764,9924X,FRAGA,2018-01-01,2024-12-31,41.52472222222222,0.3555555555555555,0
765,9935X,VALDERROBRES,2018-01-01,2024-12-31,40.873333333333335,0.1463888888888889,0
766,9946X,HORTA DE SANT JOAN,2016-01-01,2024-12-31,40.95305555555556,0.3116666666666666,0
767,9947X,LA POBLA DE MASSALUCA,2016-01-01,2024-12-31,41.17722222222222,0.3533333333333333,0
768,9961X,CABACÉS,2016-01-01,2024-12-31,41.24944444444444,0.7352777777777777,0
769,9975X,RASQUERA,2016-01-01,2024-12-31,41.005,0.6136111111111111,0
770,9981A,ESTACIÓN DE TORTOSA (ROQUETES),2016-01-01,2024-12-31,40.82027777777778,0.4933333333333333,0
771,9987P,SANT JAUME D'ENVEJA,2016-01-07,2016-12-31,40.69916666666666,0.81,4
772,9988B,CAP DE VAQUÈIRA,2020-09-04,2024-12-31,42.69194444444444,0.9738888888888888,1
773,9990X,"NAUT ARAN, ARTIES ",2016-01-01,2024-12-31,42.70027777777778,0.8769444444444445,2
774,9994X,BOSSÒST,2016-01-01,2024-12-31,42.77611111111111,0.6897222222222222,2
775,9995Y,VALCARLOS/LUZAIDE,2016-01-01,2024-12-31,43.09111111111111,-1.3008333333333333,5
776,9998X,BELLO,2016-01-01,2024-12-31,40.921388888888885,-1.4944444444444445,0
777,B013X,"ESCORCA, LLUC",2016-01-01,2025-06-11,39.82333333333334,2.8858333333333333,2
778,B051A,"SÓLLER, PUERTO",2021-01-01,2025-06-11,39.79555555555555,2.691388888888889,4
779,B087X,BANYALBUFAR,2016-01-01,2025-06-11,39.689166666666665,2.512777777777778,4
780,B103B,ANDRATX - SANT ELM,2020-01-01,2025-06-11,39.57944444444445,2.368888888888889,4
781,B158X,"CALVIÀ, ES CAPDELLÀ",2016-01-01,2025-06-11,39.55138888888889,2.466388888888889,4
782,B228,"PALMA, PUERTO",2016-01-01,2025-06-11,39.55416666666667,2.625277777777778,4
783,B236C,"PALMA, UNIVERSITAT",2016-01-01,2025-06-11,39.64222222222222,2.6438888888888887,4
784,B248,"SIERRA DE ALFABIA, BUNYOLA",2016-01-01,2025-06-11,39.735,2.713055555555556,2
785,B275E,"SON BONET, AEROPUERTO",2021-07-10,2025-06-11,39.60583333333334,2.706666666666667,0
786,B278,"PALMA DE MALLORCA, AEROPUERTO",2016-01-01,2025-06-11,39.56083333333333,2.736666666666667,4
787,B301,"LLUCMAJOR, CAP BLANC",2016-01-01,2025-06-11,39.37972222222222,2.785,4
788,B334X,LLUCMAJOR,2016-01-01,2025-06-11,39.49555555555556,2.8916666666666666,0
789,B341X,PORRERES,2022-07-26,2025-06-11,39.50611111111111,3.0055555555555555,4
790,B346X,PORRERES,2016-01-01,2022-07-25,39.52166666666667,3.0191666666666666,0
791,B362X,"CAMPOS, CAN SION",2016-01-01,2024-12-31,39.40583333333333,3.0641666666666665,4
792,B373X,"CAMPOS, SALINES LLEVANT",2016-01-01,2023-12-31,39.35111111111111,3.0119444444444445,4
793,B398A,"CABRERA, PARQUE NACIONAL DE CABRERA",2016-01-01,2023-12-31,39.13555555555556,2.936666666666667,4
794,B410B,SANTANYÍ,2016-01-01,2023-12-31,39.34,3.145833333333333,4
795,B434X,PORTOCOLOM  ,2016-01-05,2023-12-31,39.41444444444444,3.2716666666666665,4
796,B496X,SON SERVERA,2016-01-01,2023-12-31,39.63027777777778,3.383611111111111,4
797,B526X,ARTÀ,2016-07-02,2023-12-31,39.68861111111111,3.351111111111112,4
798,B569X,CAPDEPERA,2016-01-01,2023-12-31,39.71666666666667,3.478055555555556,4
799,B603X,ARTÀ-COLÒNIA DE SANT PERE,2016-01-01,2024-12-31,39.723055555555554,3.278611111111111,2
800,B605X,"MURO, S'ALBUFERA",2016-01-01,2024-12-31,39.79666666666667,3.104722222222222,4
801,B614E,MANACOR,2016-01-01,2024-12-31,39.55694444444444,3.217777777777778,4
802,B640X,PETRA,2021-02-13,2023-12-31,39.61638888888889,3.121111111111111,0
803,B644B,SINEU,2016-01-01,2023-12-31,39.64333333333333,3.002222222222222,0
804,B656A,SANTA MARÍA DEL CAMÍ,2016-01-01,2024-07-01,39.6525,2.8002777777777776,0
805,B662X,BINISSALEM,2016-01-01,2023-12-31,39.67805555555555,2.8738888888888887,0
806,B684A,"ESCORCA, SON TORRELLA",2016-01-01,2024-12-31,39.79277777777778,2.787777777777777,2
807,B691,LA PUEBLA (SA CANOVA),2016-01-01,2024-12-31,39.748333333333335,3.015277777777778,2
808,B691Y,SA POBLA,2016-01-01,2024-12-31,39.74916666666667,3.0166666666666666,0
809,B760X,POLLENÇA,2016-01-01,2024-12-31,39.87694444444445,3.0241666666666664,2
810,B780X,PORT DE POLLENÇA,2016-01-01,2024-12-31,39.909444444444446,3.100277777777778,4
811,B800X,"LA MOLA, MAÓ",2016-01-01,2024-12-31,39.87611111111112,4.323888888888889,4
812,B825B,ES MERCADAL,2016-01-01,2024-12-31,39.99055555555556,4.086388888888888,4
813,B860X,CIUTADELLA,2016-01-01,2024-12-31,39.99277777777778,3.853888888888889,4
814,B870C,"CIUTADELLA, CALA GALDANA",2016-01-01,2024-12-31,39.94472222222222,3.956666666666667,4
815,B893,"MENORCA, AEROPUERTO",2016-01-01,2024-12-31,39.85472222222222,4.215555555555556,4
816,B908X,SANT JOAN DE LABRITJA,2016-01-01,2024-12-31,39.05611111111111,1.4925000000000002,4
817,B925,SANT ANTONI DE PORTMANY,2020-01-01,2024-12-31,38.96305555555556,1.321388888888889,4
818,B954,"IBIZA, AEROPUERTO",2016-01-01,2024-12-31,38.87638888888889,1.3844444444444444,4
819,B957,EIVISSA,2016-01-01,2024-12-31,38.922777777777775,1.4413888888888888,4
820,B986,FORMENTERA,2016-01-01,2024-12-31,38.69361111111111,1.463611111111111,4
821,C018J,TÍAS,2016-01-01,2024-12-31,28.96972222222222,-13.690277777777778,3
822,C019V,YAIZA PLAYA BLANCA,2016-01-01,2024-12-31,28.85888888888889,-13.835,3
823,C029O,LANZAROTE AEROPUERTO,2016-01-01,2024-12-31,28.951944444444443,-13.600277777777777,3
824,C038N,HARÍA,2016-01-01,2024-12-31,29.14361111111111,-13.489166666666666,3
825,C048W,TINAJO,2016-01-01,2024-12-31,29.0425,-13.680833333333332,3
826,C101A,ROQUE DE LOS MUCHACHOS,2020-01-01,2024-12-31,28.75583333333333,-17.89527777777778,1
827,C117A,PUNTAGORDA,2016-01-01,2024-12-31,28.760555555555555,-17.985555555555557,3
828,C117Z,TIJARAFE,2017-01-01,2025-06-11,28.674722222222226,-17.936666666666667,3
829,C126A,EL PASO,2017-01-01,2025-06-11,28.653888888888886,-17.853055555555557,3
830,C129V,FUENCALIENTE,2017-01-01,2025-06-11,28.455,-17.84111111111111,3
831,C129Z,TAZACORTE,2017-01-01,2025-06-11,28.59583333333333,-17.915277777777778,3
832,C139E,LA PALMA AEROPUERTO,2017-01-01,2025-06-11,28.63305555555556,-17.755,3
833,C148F,SAN ANDRÉS Y SAUCES,2017-01-01,2025-06-11,28.804722222222225,-17.78222222222222,3
834,C229J,PÁJARA,2016-01-01,2025-06-11,28.049166666666668,-14.358055555555556,3
835,C239N,"TUINEJE,PUERTO GRAN TARAJAL",2016-01-01,2025-06-11,28.20861111111111,-14.023055555555556,3
836,C248E,ANTIGUA,2017-01-01,2025-06-11,28.416944444444447,-14.019166666666669,3
837,C249I,FUERTEVENTURA AEROPUERTO,2016-01-01,2025-06-11,28.44472222222222,-13.863055555555556,3
838,C258K,LA OLIVA,2016-01-01,2025-06-11,28.6125,-13.931666666666668,3
