idema,fint,ta,lat,lon,alt
2517A,2025-05-29T09:00:00+0000,26.7,41.172752,-4.939637,755.0
2536D,2025-05-29T09:00:00+0000,23.5,41.548332,-5.271389,710.0
2555B,2025-05-29T09:00:00+0000,24.0,41.236706,-5.481307,811.0
2565,2025-05-29T09:00:00+0000,22.7,41.55528,-5.630556,701.5
2568D,2025-05-29T09:00:00+0000,22.8,42.523502,-4.851026,985.0
2593D,2025-05-29T09:00:00+0000,24.0,42.09421,-5.040989,782.0
2604B,2025-05-29T09:00:00+0000,21.8,41.875816,-5.040313,731.0
2611D,2025-05-29T09:00:00+0000,23.8,41.856388,-5.59244,690.0
2614,2025-05-29T09:00:00+0000,22.5,41.515556,-5.735278,656.06
2624C,2025-05-29T09:00:00+0000,18.7,42.958458,-5.007615,1090.0
2626Y,2025-05-29T09:00:00+0000,23.0,42.620094,-5.193246,916.0
2630X,2025-05-29T09:00:00+0000,22.0,43.06224,-5.377067,1510.0
2661,2025-05-29T09:00:00+0000,22.8,42.588333,-5.651111,916.0
2664B,2025-05-29T09:00:00+0000,22.7,42.295948,-5.504765,788.0
2701D,2025-05-29T09:00:00+0000,22.5,42.885574,-5.870858,1120.0
2728B,2025-05-29T09:00:00+0000,23.7,42.648216,-6.070921,995.0
2734D,2025-05-29T09:00:00+0000,25.3,42.476723,-6.074338,919.0
2737E,2025-05-29T09:00:00+0000,22.0,42.3775,-6.196672,1020.0
2742R,2025-05-29T09:00:00+0000,23.9,42.466446,-5.779854,850.0
2755X,2025-05-29T09:00:00+0000,22.6,42.010906,-5.666803,715.0
2766E,2025-05-29T09:00:00+0000,21.8,42.082615,-6.639735,933.0
2775X,2025-05-29T09:00:00+0000,22.1,41.9415,-6.279668,850.0
2777K,2025-05-29T09:00:00+0000,23.3,42.078136,-6.007296,737.0
2789H,2025-05-29T09:00:00+0000,22.9,41.785553,-5.909007,711.0
2804F,2025-05-29T09:00:00+0000,23.1,41.533997,-6.141833,790.0
2828Y,2025-05-29T09:00:00+0000,24.9,40.355385,-5.519077,1012.0
2847X,2025-05-29T09:00:00+0000,26.5,40.6756,-5.643454,865.0
2863C,2025-05-29T09:00:00+0000,26.5,40.732204,-5.36619,897.0
2867,2025-05-29T09:00:00+0000,25.0,40.95957,-5.498292,790.0
2870,2025-05-29T09:00:00+0000,25.1,40.957592,-5.662271,775.0
2873X,2025-05-29T09:00:00+0000,26.1,40.903606,-5.779717,817.0
2882D,2025-05-29T09:00:00+0000,21.1,41.238903,-5.897441,1003.0
2885K,2025-05-29T09:00:00+0000,21.5,41.304443,-6.022286,804.0
2891A,2025-05-29T09:00:00+0000,23.7,41.26278,-6.462222,690.0
2914C,2025-05-29T09:00:00+0000,26.5,40.786037,-6.20289,785.0
2916A,2025-05-29T09:00:00+0000,25.9,41.01144,-6.437733,769.0
2918Y,2025-05-29T09:00:00+0000,27.2,40.569447,-6.223616,1027.0
2926B,2025-05-29T09:00:00+0000,25.7,40.851425,-6.60902,748.0
2930Y,2025-05-29T09:00:00+0000,25.9,40.29663,-6.812855,880.0
2945A,2025-05-29T09:00:00+0000,25.7,40.48512,-6.57708,805.0
2946X,2025-05-29T09:00:00+0000,25.0,40.63502,-6.600021,680.0
2966D,2025-05-29T09:00:00+0000,23.5,41.683464,-6.301295,840.0
2969U,2025-05-29T09:00:00+0000,25.6,42.027264,-7.183055,910.0
2978X,2025-05-29T09:00:00+0000,19.5,41.926666,-7.422059,380.0
3013,2025-05-29T09:00:00+0000,23.0,40.841652,-1.878928,1061.72
3021Y,2025-05-29T09:00:00+0000,25.4,40.75833,-2.199722,1250.46
3040Y,2025-05-29T09:00:00+0000,26.1,40.57167,-2.076393,1214.0
3085Y,2025-05-29T09:00:00+0000,24.4,40.407776,-2.953058,920.0
3094B,2025-05-29T09:00:00+0000,25.7,40.01139,-3.021667,818.96
3099Y,2025-05-29T09:00:00+0000,26.6,39.935165,-3.496134,733.0
3100B,2025-05-29T09:00:00+0000,26.9,40.06714,-3.546025,540.0
3103,2025-05-29T09:00:00+0000,24.6,41.003613,-3.301944,910.0
3104Y,2025-05-29T09:00:00+0000,23.4,40.889687,-3.888285,1159.0
3110C,2025-05-29T09:00:00+0000,25.1,41.006985,-3.613809,1030.0
3111D,2025-05-29T09:00:00+0000,21.9,41.135685,-3.580467,1450.0
3125Y,2025-05-29T09:00:00+0000,26.4,40.55,-3.616667,672.0
3126Y,2025-05-29T09:00:00+0000,25.8,40.561386,-3.711944,740.0
3129,2025-05-29T09:00:00+0000,25.8,40.46656,-3.555593,609.0
3129A,2025-05-29T09:00:00+0000,26.2,40.46528,-3.579722,631.0
3130C,2025-05-29T09:00:00+0000,23.6,41.086277,-2.617927,1005.0
3140Y,2025-05-29T09:00:00+0000,25.2,40.985077,-2.75988,990.0
3158D,2025-05-29T09:00:00+0000,26.5,41.274166,-3.142474,1368.0
3168D,2025-05-29T09:00:00+0000,25.8,40.630283,-3.150278,727.44
3170Y,2025-05-29T09:00:00+0000,26.1,40.52836,-3.289711,605.0
3182Y,2025-05-29T09:00:00+0000,26.8,40.31167,-3.497784,533.0
3191E,2025-05-29T09:00:00+0000,25.3,40.696068,-3.765135,1004.0
3194U,2025-05-29T09:00:00+0000,27.8,40.45167,-3.724167,664.0
3194Y,2025-05-29T09:00:00+0000,27.1,40.448437,-3.813369,665.0
3195,2025-05-29T09:00:00+0000,25.6,40.411804,-3.678095,667.0
3209Y,2025-05-29T09:00:00+0000,25.8,40.765198,-2.874063,835.0
3229Y,2025-05-29T09:00:00+0000,26.4,40.247227,-3.311671,594.0
3245Y,2025-05-29T09:00:00+0000,27.5,39.696114,-3.505837,635.0
3254Y,2025-05-29T09:00:00+0000,30.6,39.68689,-3.780687,717.0
3260B,2025-05-29T09:00:00+0000,26.4,39.884724,-4.045278,512.69
3266A,2025-05-29T09:00:00+0000,20.9,40.70634,-4.141883,1532.0
3268C,2025-05-29T09:00:00+0000,27.5,40.659725,-4.017505,924.0
3298X,2025-05-29T09:00:00+0000,27.7,39.546833,-4.350468,917.0
3305Y,2025-05-29T09:00:00+0000,26.2,39.630554,-4.476945,750.0
3319D,2025-05-29T09:00:00+0000,23.5,40.339664,-5.012748,1285.0
3330Y,2025-05-29T09:00:00+0000,24.0,40.31305,-4.487227,890.0
3337U,2025-05-29T09:00:00+0000,27.8,40.467503,-4.455763,850.0
3338,2025-05-29T09:00:00+0000,26.7,40.42775,-4.249927,763.0
3343Y,2025-05-29T09:00:00+0000,26.1,40.496662,-4.061107,884.0
3362Y,2025-05-29T09:00:00+0000,29.2,40.108208,-4.680608,560.0
3365A,2025-05-29T09:00:00+0000,28.7,39.958607,-4.863596,372.0
3386A,2025-05-29T09:00:00+0000,27.9,39.591663,-5.391666,923.0
3391,2025-05-29T09:00:00+0000,28.2,40.288563,-4.590932,630.0
3422D,2025-05-29T09:00:00+0000,28.1,40.1392,-5.311326,350.0
3423I,2025-05-29T09:00:00+0000,27.3,40.15389,-5.373329,464.0
3427Y,2025-05-29T09:00:00+0000,29.3,39.99334,-5.114443,345.0
3434X,2025-05-29T09:00:00+0000,29.1,39.94576,-5.582629,269.0
3436D,2025-05-29T09:00:00+0000,28.9,40.11111,-5.784718,690.0
3448X,2025-05-29T09:00:00+0000,27.5,39.820717,-6.127483,406.0
3455X,2025-05-29T09:00:00+0000,29.0,39.66995,-5.808349,559.0
3469A,2025-05-29T09:00:00+0000,29.1,39.47139,-6.338889,393.98
3475X,2025-05-29T09:00:00+0000,28.9,39.790558,-6.376392,373.0
3494U,2025-05-29T09:00:00+0000,26.2,40.40809,-6.239733,470.0
3503,2025-05-29T09:00:00+0000,28.7,40.189445,-6.1675,393.0
3504X,2025-05-29T09:00:00+0000,29.2,40.265087,-5.861212,724.0
3512X,2025-05-29T09:00:00+0000,28.8,40.08083,-6.338888,351.0
3514B,2025-05-29T09:00:00+0000,27.6,40.258614,-5.678336,991.0
3519X,2025-05-29T09:00:00+0000,27.0,40.043053,-6.085781,415.0
3526X,2025-05-29T09:00:00+0000,28.5,40.00354,-6.557527,313.0
3531X,2025-05-29T09:00:00+0000,29.3,40.254925,-6.411707,459.0
3536X,2025-05-29T09:00:00+0000,27.4,40.17483,-6.724444,560.0
3540X,2025-05-29T09:00:00+0000,28.2,39.871387,-6.860004,336.0
3547X,2025-05-29T09:00:00+0000,28.0,40.207226,-6.896107,450.0
3562X,2025-05-29T09:00:00+0000,28.5,39.4275,-6.736389,321.0
3565X,2025-05-29T09:00:00+0000,29.2,39.61806,-6.744998,425.0
3576X,2025-05-29T09:00:00+0000,28.4,39.41486,-7.231135,444.0
4007Y,2025-05-29T09:00:00+0000,32.0,38.96583,-2.745006,905.0
4051Y,2025-05-29T09:00:00+0000,27.6,40.06111,-2.80695,875.0
4061X,2025-05-29T09:00:00+0000,,39.59716,-3.048206,691.52
4064Y,2025-05-29T09:00:00+0000,28.9,39.390827,-3.215832,640.0
4067,2025-05-29T09:00:00+0000,28.2,39.492065,-3.528358,690.0
4070Y,2025-05-29T09:00:00+0000,27.7,40.018784,-2.395207,1020.0
4075Y,2025-05-29T09:00:00+0000,26.7,39.84028,-2.503334,870.0
4089A,2025-05-29T09:00:00+0000,27.5,39.51697,-2.49575,857.5
4090Y,2025-05-29T09:00:00+0000,27.0,39.416737,-2.420691,728.0
4091Y,2025-05-29T09:00:00+0000,26.2,39.261894,-2.592567,718.0
4093Y,2025-05-29T09:00:00+0000,27.0,39.656116,-2.759997,763.0
4095Y,2025-05-29T09:00:00+0000,27.5,39.555283,-2.705556,745.0
4096Y,2025-05-29T09:00:00+0000,28.1,39.016663,-2.488886,918.0
4103X,2025-05-29T09:00:00+0000,29.1,39.169044,-3.00749,662.0
4116I,2025-05-29T09:00:00+0000,27.7,38.950832,-3.741944,626.5
4121,2025-05-29T09:00:00+0000,27.9,38.989166,-3.920278,626.17
4138Y,2025-05-29T09:00:00+0000,28.9,38.737495,-3.004441,900.0
4147X,2025-05-29T09:00:00+0000,30.1,38.750423,-3.391368,700.0
4148,2025-05-29T09:00:00+0000,29.5,38.518047,-3.566724,804.0
4193Y,2025-05-29T09:00:00+0000,29.0,39.217045,-4.282654,587.1
4195E,2025-05-29T09:00:00+0000,26.6,39.32091,-4.394988,651.0
4210Y,2025-05-29T09:00:00+0000,27.5,38.898056,-4.291943,718.0
4220X,2025-05-29T09:00:00+0000,28.2,39.083622,-4.622035,531.48
4236Y,2025-05-29T09:00:00+0000,27.1,39.45044,-5.026459,689.04
4244X,2025-05-29T09:00:00+0000,27.6,39.169353,-5.062271,447.0
4245X,2025-05-29T09:00:00+0000,30.5,39.455273,-5.333333,660.0
4260,2025-05-29T09:00:00+0000,29.2,38.479717,-5.577502,542.0
4263X,2025-05-29T09:00:00+0000,30.9,38.409447,-5.350555,575.0
4267X,2025-05-29T09:00:00+0000,30.8,38.498367,-5.121442,551.0
4300Y,2025-05-29T09:00:00+0000,30.1,38.775284,-4.845277,535.0
4325Y,2025-05-29T09:00:00+0000,31.6,38.741814,-5.529083,459.0
4339X,2025-05-29T09:00:00+0000,29.2,39.314167,-5.369009,590.0
4340,2025-05-29T09:00:00+0000,31.4,39.10346,-5.461334,313.0
4347X,2025-05-29T09:00:00+0000,30.7,39.28278,-5.710276,413.0
4358X,2025-05-29T09:00:00+0000,29.7,38.95559,-5.880481,273.0
4362X,2025-05-29T09:00:00+0000,31.9,38.576492,-5.845813,474.1
4386B,2025-05-29T09:00:00+0000,29.1,38.23171,-6.017048,655.0
4395X,2025-05-29T09:00:00+0000,31.8,38.551666,-6.306664,430.0
4410X,2025-05-29T09:00:00+0000,31.0,38.915882,-6.385632,228.0
4411C,2025-05-29T09:00:00+0000,30.1,39.197636,-6.231012,467.0
4427X,2025-05-29T09:00:00+0000,30.6,38.425854,-6.436641,433.0
4436Y,2025-05-29T09:00:00+0000,30.7,38.688904,-6.361046,371.0
4452,2025-05-29T09:00:00+0000,28.9,38.883396,-6.81389,185.5
4464X,2025-05-29T09:00:00+0000,29.8,39.181934,-6.995182,283.0
4468X,2025-05-29T09:00:00+0000,29.5,39.176624,-6.600769,392.0
4478X,2025-05-29T09:00:00+0000,28.4,38.886204,-7.00948,173.7
4486X,2025-05-29T09:00:00+0000,29.0,38.697502,-7.084439,275.0
4489X,2025-05-29T09:00:00+0000,27.3,38.48472,-7.28194,170.0
4492F,2025-05-29T09:00:00+0000,,38.47278,-6.923333,377.0
4497X,2025-05-29T09:00:00+0000,31.0,38.37222,-7.158056,247.0
4499X,2025-05-29T09:00:00+0000,27.6,38.081295,-6.271862,771.0
4501X,2025-05-29T09:00:00+0000,30.0,38.20874,-6.311317,602.0
4511C,2025-05-29T09:00:00+0000,29.5,38.298515,-6.765058,381.0
4520X,2025-05-29T09:00:00+0000,29.7,38.178436,-6.661793,586.0
4527X,2025-05-29T09:00:00+0000,32.2,37.98028,-6.975941,267.0
4541X,2025-05-29T09:00:00+0000,27.3,37.553658,-7.51994,60.0
4549Y,2025-05-29T09:00:00+0000,29.2,37.194607,-7.394971,2.63
4554X,2025-05-29T09:00:00+0000,29.7,37.218334,-7.08361,15.0
4560Y,2025-05-29T09:00:00+0000,29.0,37.868614,-6.674999,572.0
4575X,2025-05-29T09:00:00+0000,30.4,37.575348,-6.767767,280.4
4584X,2025-05-29T09:00:00+0000,30.3,37.73158,-6.942237,270.0
4589X,2025-05-29T09:00:00+0000,30.0,37.597782,-7.11944,276.0
4608X,2025-05-29T09:00:00+0000,29.5,37.677227,-6.630003,415.0
4622X,2025-05-29T09:00:00+0000,30.3,37.450836,-6.636671,145.0
4642E,2025-05-29T09:00:00+0000,30.8,37.27841,-6.911696,17.59
5000C,2025-05-29T09:00:00+0000,21.9,35.888725,-5.346967,87.0
5038Y,2025-05-29T09:00:00+0000,24.6,37.915836,-3.003891,799.0
5047E,2025-05-29T09:00:00+0000,24.0,37.50583,-2.734995,785.0
5051X,2025-05-29T09:00:00+0000,27.4,37.86139,-2.652778,1100.5
5060X,2025-05-29T09:00:00+0000,26.6,37.860832,-2.228056,1190.0
5103E,2025-05-29T09:00:00+0000,18.9,37.158333,-3.256944,2151.69
5103F,2025-05-29T09:00:00+0000,25.0,37.19103,-3.254022,1534.04
5107D,2025-05-29T09:00:00+0000,26.9,37.179935,-2.986406,1197.0
5112X,2025-05-29T09:00:00+0000,28.5,37.311943,-3.129722,916.5
5164B,2025-05-29T09:00:00+0000,30.7,37.99667,-3.461951,771.0
5165X,2025-05-29T09:00:00+0000,28.0,37.78084,-3.563581,910.0
5192,2025-05-29T09:00:00+0000,28.5,38.48925,-2.637568,862.0
5210X,2025-05-29T09:00:00+0000,29.5,38.175,-2.998059,680.0
5246,2025-05-29T09:00:00+0000,26.7,38.344448,-3.535273,770.0
5270B,2025-05-29T09:00:00+0000,29.8,37.7775,-3.809167,580.0
5279X,2025-05-29T09:00:00+0000,30.2,38.151108,-3.629453,515.0
5281X,2025-05-29T09:00:00+0000,26.5,38.092983,-3.782624,345.0
5298X,2025-05-29T09:00:00+0000,29.2,38.023052,-4.063333,202.0
5304Y,2025-05-29T09:00:00+0000,28.0,38.668888,-4.059165,665.0
5341C,2025-05-29T09:00:00+0000,29.2,38.428886,-4.301663,710.0
5346X,2025-05-29T09:00:00+0000,30.5,38.186672,-4.272506,720.0
5361X,2025-05-29T09:00:00+0000,29.0,38.01333,-4.330275,155.0
5390Y,2025-05-29T09:00:00+0000,30.4,38.333057,-4.608886,750.0
5394X,2025-05-29T09:00:00+0000,29.4,38.020836,-4.796664,525.0
5402,2025-05-29T09:00:00+0000,28.8,37.848892,-4.846558,90.0
5406X,2025-05-29T09:00:00+0000,27.3,37.49749,-3.908059,908.0
5412X,2025-05-29T09:00:00+0000,30.1,37.48473,-4.207785,550.0
5427X,2025-05-29T09:00:00+0000,30.2,37.556114,-4.353893,650.0
5429X,2025-05-29T09:00:00+0000,30.2,37.81039,-4.462227,275.0
5459X,2025-05-29T09:00:00+0000,28.2,38.11111,-4.928728,465.0
5470,2025-05-29T09:00:00+0000,29.2,37.753056,-5.100552,120.0
5473X,2025-05-29T09:00:00+0000,29.0,38.267803,-5.686015,581.0
5511,2025-05-29T09:00:00+0000,10.7,37.064445,-3.371389,3091.67
5514Z,2025-05-29T09:00:00+0000,29.5,37.13611,-3.633331,695.0
5515D,2025-05-29T09:00:00+0000,22.8,37.236942,-3.550556,1258.0
5515X,2025-05-29T09:00:00+0000,26.9,37.18972,-3.59555,775.0
5516D,2025-05-29T09:00:00+0000,10.3,37.063057,-3.386944,2856.0
5530E,2025-05-29T09:00:00+0000,27.6,37.190292,-3.789774,560.12
5582A,2025-05-29T09:00:00+0000,27.0,37.16111,-4.152781,760.0
5598X,2025-05-29T09:00:00+0000,29.9,37.23093,-4.547788,465.0
5612B,2025-05-29T09:00:00+0000,29.9,37.194443,-4.769994,410.0
5612X,2025-05-29T09:00:00+0000,30.3,37.270275,-4.82695,450.0
5624X,2025-05-29T09:00:00+0000,32.3,37.481945,-4.685919,309.0
5625X,2025-05-29T09:00:00+0000,31.5,37.638523,-4.763865,200.0
5641X,2025-05-29T09:00:00+0000,30.7,37.516228,-5.085113,130.0
5654X,2025-05-29T09:00:00+0000,29.4,37.786804,-5.37114,200.0
5656,2025-05-29T09:00:00+0000,32.4,37.497223,-5.433058,165.0
5702X,2025-05-29T09:00:00+0000,28.9,37.565483,-5.740475,50.0
5704B,2025-05-29T09:00:00+0000,28.1,37.926388,-5.769728,550.0
5726X,2025-05-29T09:00:00+0000,29.1,38.099445,-5.81917,720.0
5733X,2025-05-29T09:00:00+0000,28.8,37.791115,-6.074995,450.0
5769X,2025-05-29T09:00:00+0000,30.0,37.97361,-6.322225,618.0
5783,2025-05-29T09:00:00+0000,33.5,37.416668,-5.879167,34.0
5788X,2025-05-29T09:00:00+0000,30.2,37.361668,-6.059722,84.0
5790Y,2025-05-29T09:00:00+0000,32.0,37.36425,-6.005918,9.0
5796,2025-05-29T09:00:00+0000,33.0,37.164528,-5.611474,87.0
5835X,2025-05-29T09:00:00+0000,29.4,37.36,-6.334168,76.0
5858X,2025-05-29T09:00:00+0000,28.9,36.988552,-6.443024,5.0
5860E,2025-05-29T09:00:00+0000,31.1,37.097942,-6.738088,41.0
5891X,2025-05-29T09:00:00+0000,29.5,36.95334,-5.846666,105.0
5906X,2025-05-29T09:00:00+0000,30.6,36.75,-6.400558,10.0
5910X,2025-05-29T09:00:00+0000,30.2,36.638878,-6.332591,21.0
5911A,2025-05-29T09:00:00+0000,,36.76044,-5.37403,913.0
5919X,2025-05-29T09:00:00+0000,31.3,36.931667,-5.259446,530.0
5941X,2025-05-29T09:00:00+0000,32.3,36.729446,-5.512225,295.0
5950X,2025-05-29T09:00:00+0000,28.9,36.663887,-5.783332,105.0
5960,2025-05-29T09:00:00+0000,28.5,36.750496,-6.055857,27.0
5972X,2025-05-29T09:00:00+0000,30.1,36.465557,-6.205557,28.0
5973,2025-05-29T09:00:00+0000,28.2,36.49972,-6.257861,2.0
5983X,2025-05-29T09:00:00+0000,27.6,36.406113,-5.920278,70.0
5995B,2025-05-29T09:00:00+0000,27.2,36.245556,-5.965005,186.0
5996B,2025-05-29T09:00:00+0000,28.3,36.184723,-5.909444,4.0
5998X,2025-05-29T09:00:00+0000,31.0,37.243336,-5.112503,255.0
6000A,2025-05-29T09:00:00+0000,23.3,35.276325,-2.95638,52.0
6001,2025-05-29T09:00:00+0000,21.0,36.013985,-5.59883,32.0
6032X,2025-05-29T09:00:00+0000,29.2,36.749996,-5.168615,760.0
6040X,2025-05-29T09:00:00+0000,24.3,36.54445,-5.386393,315.0
6042I,2025-05-29T09:00:00+0000,25.0,36.435608,-5.394945,42.0
6045X,2025-05-29T09:00:00+0000,27.3,36.6325,-5.20306,676.0
6050X,2025-05-29T09:00:00+0000,24.2,36.51861,-5.318613,594.0
6056X,2025-05-29T09:00:00+0000,22.8,36.273056,-5.284446,1.0
6057X,2025-05-29T09:00:00+0000,22.7,36.378334,-5.26,140.0
6058I,2025-05-29T09:00:00+0000,24.0,36.416954,-5.154988,19.0
6069X,2025-05-29T09:00:00+0000,25.1,36.543613,-5.024724,392.0
6076X,2025-05-29T09:00:00+0000,22.0,36.484444,-4.953051,2.0
6083X,2025-05-29T09:00:00+0000,25.0,36.483334,-4.740278,2.0
6084X,2025-05-29T09:00:00+0000,,36.538494,-4.618209,8.0
6088X,2025-05-29T09:00:00+0000,27.3,36.620556,-4.514998,85.0
6100B,2025-05-29T09:00:00+0000,31.6,37.02361,-4.562222,515.0
6106X,2025-05-29T09:00:00+0000,29.2,37.029446,-4.748339,408.0
6127X,2025-05-29T09:00:00+0000,27.3,36.854725,-4.69667,172.0
6143X,2025-05-29T09:00:00+0000,29.2,36.65778,-4.760827,230.0
6155A,2025-05-29T09:00:00+0000,26.6,36.66612,-4.482307,6.54
6156X,2025-05-29T09:00:00+0000,27.6,36.717785,-4.48167,54.0
6172O,2025-05-29T09:00:00+0000,27.0,36.716663,-4.41972,25.0
6172X,2025-05-29T09:00:00+0000,26.8,36.716663,-4.41972,25.0
6175X,2025-05-29T09:00:00+0000,,36.715046,-4.286128,7.0
6199X,2025-05-29T09:00:00+0000,27.5,36.768612,-4.093611,41.0
6201X,2025-05-29T09:00:00+0000,26.7,36.755836,-4.043892,35.0
6205X,2025-05-29T09:00:00+0000,25.8,36.726383,-3.95722,3.0
6213X,2025-05-29T09:00:00+0000,26.4,36.762775,-3.845275,169.0
6248D,2025-05-29T09:00:00+0000,22.4,36.95222,-3.430278,1732.11
6258X,2025-05-29T09:00:00+0000,26.0,36.923058,-3.4925,708.0
6267X,2025-05-29T09:00:00+0000,27.1,36.748337,-3.578623,20.0
6268Y,2025-05-29T09:00:00+0000,26.9,36.72401,-3.529267,3.0
6272X,2025-05-29T09:00:00+0000,27.4,36.7343,-3.380008,235.0
6277B,2025-05-29T09:00:00+0000,28.3,36.74718,-3.020578,8.0
6281X,2025-05-29T09:00:00+0000,30.7,37.005383,-3.071395,1020.0
6291B,2025-05-29T09:00:00+0000,31.2,36.77472,-2.81305,98.0
6293X,2025-05-29T09:00:00+0000,29.7,36.68694,-2.701667,3.0
6299I,2025-05-29T09:00:00+0000,16.2,37.095833,-2.964444,2300.27
6302A,2025-05-29T09:00:00+0000,28.7,37.141388,-2.780005,869.0
6307C,2025-05-29T09:00:00+0000,22.7,37.052998,-2.897216,1713.43
6307X,2025-05-29T09:00:00+0000,23.7,37.03321,-2.912377,1510.0
6312E,2025-05-29T09:00:00+0000,28.3,37.020943,-2.677185,601.13
6325O,2025-05-29T09:00:00+0000,32.2,36.846344,-2.356931,21.0
6329X,2025-05-29T09:00:00+0000,27.2,36.721947,-2.193056,42.0
6332Y,2025-05-29T09:00:00+0000,26.3,36.942223,-1.906944,222.0
6335O,2025-05-29T09:00:00+0000,28.2,37.109932,-2.699181,969.93
6340X,2025-05-29T09:00:00+0000,27.3,37.178932,-1.816589,7.0
6364X,2025-05-29T09:00:00+0000,27.6,37.40659,-2.151523,508.0
6367B,2025-05-29T09:00:00+0000,26.5,37.390556,-1.943609,300.0
6375X,2025-05-29T09:00:00+0000,29.6,37.132343,-4.742002,420.0
7002Y,2025-05-29T09:00:00+0000,28.3,37.41724,-1.586878,32.0
7007Y,2025-05-29T09:00:00+0000,29.9,37.588055,-1.230556,66.0
7012C,2025-05-29T09:00:00+0000,27.7,37.601116,-0.987775,17.0
7012D,2025-05-29T09:00:00+0000,26.9,37.604443,-1.023333,55.61
7019X,2025-05-29T09:00:00+0000,23.6,37.635834,-0.715556,2.5
7023X,2025-05-29T09:00:00+0000,27.5,37.72648,-1.167175,140.0
7026X,2025-05-29T09:00:00+0000,27.3,37.738884,-0.967505,50.0
7031X,2025-05-29T09:00:00+0000,25.1,37.77833,-0.805916,4.0
7066Y,2025-05-29T09:00:00+0000,,38.393333,-2.218889,680.0
7067Y,2025-05-29T09:00:00+0000,23.5,38.08842,-2.412981,1485.0
7072Y,2025-05-29T09:00:00+0000,27.1,38.294994,-2.293887,960.0
7080X,2025-05-29T09:00:00+0000,26.3,38.268337,-1.986391,955.0
7096B,2025-05-29T09:00:00+0000,24.5,38.541992,-1.70294,604.57
7103Y,2025-05-29T09:00:00+0000,26.1,38.58806,-1.68944,615.0
7119B,2025-05-29T09:00:00+0000,26.2,38.10313,-1.877167,643.0
7121A,2025-05-29T09:00:00+0000,25.6,38.234165,-1.702227,350.0
7127X,2025-05-29T09:00:00+0000,25.0,38.0492,-1.695334,690.0
7138B,2025-05-29T09:00:00+0000,26.9,38.458885,-1.335282,485.0
7145D,2025-05-29T09:00:00+0000,25.7,38.23279,-1.380598,265.0
7158X,2025-05-29T09:00:00+0000,27.0,38.128056,-1.305839,150.0
7172X,2025-05-29T09:00:00+0000,25.4,38.041386,-1.449172,255.0
7178I,2025-05-29T09:00:00+0000,27.4,38.002003,-1.170836,61.84
7195X,2025-05-29T09:00:00+0000,28.0,37.926003,-2.058228,985.0
7203A,2025-05-29T09:00:00+0000,28.0,37.8447,-1.869755,646.0
7209,2025-05-29T09:00:00+0000,27.4,37.65484,-1.687314,312.0
7211B,2025-05-29T09:00:00+0000,27.1,37.56805,-1.797223,445.0
7218Y,2025-05-29T09:00:00+0000,28.1,37.758556,-1.5127,281.0
7227X,2025-05-29T09:00:00+0000,26.5,37.86167,-1.334725,157.0
7237E,2025-05-29T09:00:00+0000,25.9,38.13889,-1.158615,170.0
7244X,2025-05-29T09:00:00+0000,26.3,38.0678,-0.981414,26.0
7247X,2025-05-29T09:00:00+0000,27.9,38.399586,-1.037968,575.0
7250C,2025-05-29T09:00:00+0000,27.5,38.19439,-1.033817,174.0
7261X,2025-05-29T09:00:00+0000,28.0,38.088036,-0.715258,31.0
7275C,2025-05-29T09:00:00+0000,27.5,38.601795,-1.159669,640.0
8005X,2025-05-29T09:00:00+0000,27.2,38.779987,-0.795955,622.0
8008Y,2025-05-29T09:00:00+0000,27.5,38.57697,-0.865595,486.0
8013X,2025-05-29T09:00:00+0000,29.0,38.385628,-0.757713,233.0
8018X,2025-05-29T09:00:00+0000,29.5,38.287434,-0.680643,110.0
8019,2025-05-29T09:00:00+0000,26.4,38.28278,-0.57083,43.0
8025,2025-05-29T09:00:00+0000,27.9,38.3725,-0.494167,80.66
8036Y,2025-05-29T09:00:00+0000,25.9,38.543655,-0.137786,35.6
8050X,2025-05-29T09:00:00+0000,28.6,38.78417,0.166667,15.0
8057C,2025-05-29T09:00:00+0000,27.2,38.846737,-0.118261,60.0
8058Y,2025-05-29T09:00:00+0000,25.6,38.9503,-0.137697,12.0
8059C,2025-05-29T09:00:00+0000,28.0,38.71092,-0.460071,530.0
8072Y,2025-05-29T09:00:00+0000,25.9,39.016937,-0.304725,340.0
8096,2025-05-29T09:00:00+0000,26.7,40.067223,-2.131944,948.52
8155Y,2025-05-29T09:00:00+0000,27.7,39.55528,-1.915278,830.0
8175,2025-05-29T09:00:00+0000,26.0,38.954166,-1.856389,702.0
8177A,2025-05-29T09:00:00+0000,27.6,38.9376,-1.658812,880.0
8178D,2025-05-29T09:00:00+0000,23.8,39.005577,-1.862335,674.11
8191Y,2025-05-29T09:00:00+0000,26.4,39.198746,-1.435505,680.0
8193E,2025-05-29T09:00:00+0000,26.9,39.208416,-1.094403,372.0
8198Y,2025-05-29T09:00:00+0000,27.8,38.85055,-1.063051,710.0
8203O,2025-05-29T09:00:00+0000,25.6,39.082893,-1.100833,855.0
8210Y,2025-05-29T09:00:00+0000,25.5,40.103096,-1.503605,1160.0
8245Y,2025-05-29T09:00:00+0000,28.7,39.714375,-1.442571,815.0
8270X,2025-05-29T09:00:00+0000,29.9,39.13361,-0.79,305.0
8283X,2025-05-29T09:00:00+0000,30.0,38.82944,-0.607676,350.0
